Date;16-PIT-001;16-FIT-006;16-DIT-005
1/7/2025 4:35 AM;1791,777954;4267,060059;1569,897949
1/7/2025 4:40 AM;1784,498047;4341,125;1572,874023
1/7/2025 4:45 AM;1782,618042;4285,981934;1571,344971
1/7/2025 4:50 AM;1806,760986;4272,773926;1573,373047
1/7/2025 4:55 AM;1801,185059;4287,674805;1573,582031
1/7/2025 5:00 AM;1830,094971;4345,63623;1571,536011
1/7/2025 5:05 AM;1844,552979;4342,5;1567,574951
1/7/2025 5:10 AM;1827,989014;4385,269043;1570,206055
1/7/2025 5:15 AM;1824,80603;4355,138184;1568,718018
1/7/2025 5:20 AM;1807,582031;4406,858887;1572,786987
1/7/2025 5:25 AM;1825,483032;4358,521973;1569,864014
1/7/2025 5:30 AM;1818,151001;4392,867188;1571,107056
1/7/2025 5:35 AM;1817,733032;4346,056152;1570,600952
1/7/2025 5:40 AM;1824,514038;4382,584961;1568,473999
1/7/2025 5:45 AM;1811,682983;4309,325195;1571,073975
1/7/2025 5:50 AM;1814,041992;4381,584961;1572,944946
1/7/2025 5:55 AM;1854,168945;4335,449219;1572,192993
1/7/2025 6:00 AM;1851,26001;4393,333984;1572,728027
1/7/2025 6:05 AM;1853,412964;4326,28418;1576,543945
1/7/2025 6:10 AM;1860,323975;4351,807129;1571,724976
1/7/2025 6:15 AM;1819,712036;4349,578125;1571,956055
1/7/2025 6:20 AM;1846,255005;4390,077148;1567,760986
1/7/2025 6:25 AM;1820,733032;4321,586914;1574,844971
1/7/2025 6:30 AM;1844,406006;4366,369141;1569,199951
1/7/2025 6:35 AM;1842,136963;4332,404785;1569,295044
1/7/2025 6:40 AM;1800,02002;4264,579102;1570,112061
1/7/2025 6:45 AM;1797,686035;4309,442871;1566,478027
1/7/2025 6:50 AM;1796,733032;4346,685059;1564,909058
1/7/2025 6:55 AM;1799,579956;4358,299805;1567,725952
1/7/2025 7:00 AM;1809,077026;4292,800781;1566,848999
1/7/2025 7:05 AM;1807,948975;4380,825195;1566,411987
1/7/2025 7:10 AM;1816,709961;4323,48584;1566,881958
1/7/2025 7:15 AM;1817,008057;4303,433105;1565,640015
1/7/2025 7:20 AM;1813,517944;4322,914063;1568,279053
1/7/2025 7:25 AM;1813,751953;4360,047852;1570,334961
1/7/2025 7:30 AM;1809,833008;4335,038086;1568,140015
1/7/2025 7:35 AM;1814,128052;4339,418945;1565,921021
1/7/2025 7:40 AM;1815,891968;4370,667969;1570,499023
1/7/2025 7:45 AM;1831,868042;4346,533203;1568,807983
1/7/2025 7:50 AM;1812,223999;4291,408203;1570,973022
1/7/2025 7:55 AM;1833,982056;4346,661133;1569,312988
1/7/2025 8:00 AM;1843,032959;4384,742188;1568,197998
1/7/2025 8:05 AM;1851,930054;4406,063965;1567,369019
1/7/2025 8:10 AM;1855,901001;4417,203125;1567,999023
1/7/2025 8:15 AM;1859,20105;4407,52002;1570,152954
1/7/2025 8:20 AM;1847,130005;4389,541992;1570,380981
1/7/2025 8:25 AM;1856,074951;4363,978027;1571,696045
1/7/2025 8:30 AM;1869,902954;4410,612793;1577,011963
1/7/2025 8:35 AM;1861,345947;4368,23291;1574,348022
1/7/2025 8:40 AM;1867,802002;4422,612793;1565,340942
1/7/2025 8:45 AM;1876,069946;4396,202148;1567,005005
1/7/2025 8:50 AM;1866,795044;4434,544922;1565,546997
1/7/2025 8:55 AM;1853,088989;4354,096191;1568,284058
1/7/2025 9:00 AM;1782,619019;4284,217773;1568,439941
1/7/2025 9:05 AM;1778,567993;4350,022949;1568,78894
1/7/2025 9:10 AM;1790,844971;4314,994141;1568,255981
1/7/2025 9:15 AM;1159,192017;4520,492188;1570,569946
1/7/2025 9:20 AM;1131,828003;4503,834961;1571,087036
1/7/2025 9:25 AM;1142,727051;4474,5;1571,762939
1/7/2025 9:30 AM;1134,925049;4452,87793;1568,525024
1/7/2025 9:35 AM;1133,828003;4455,310059;1566,271973
1/7/2025 9:40 AM;6713,98291;0;1569,563965
1/7/2025 9:45 AM;5818,585938;0;1587,987061
1/7/2025 9:50 AM;5490,109863;0;1613,321045
1/7/2025 9:55 AM;5010,816895;0;1617,472046
1/7/2025 10:00 AM;4627,605957;0;1619,155029
1/7/2025 10:05 AM;4453,452148;0;1617,689941
1/7/2025 10:10 AM;4397,591797;0;1614,368042
1/7/2025 10:15 AM;4362,539063;0;1614,733032
1/7/2025 10:20 AM;4355,681152;0;1615,843994
1/7/2025 10:25 AM;4362,791992;0;1613,069946
1/7/2025 10:30 AM;4397,817871;0;1616,052002
1/7/2025 10:35 AM;4388,183105;0;1614,540039
1/7/2025 10:40 AM;4400,818848;0;1613,496948
1/7/2025 10:45 AM;4410,785156;0;1615,55896
1/7/2025 10:50 AM;4419,500977;0;1615,270996
1/7/2025 10:55 AM;4427,797852;0;1621,379028
1/7/2025 11:00 AM;4437,335938;0;1614,402954
1/7/2025 11:05 AM;4444,125977;0;1614,770996
1/7/2025 11:10 AM;4449,50293;0;1613,713013
1/7/2025 11:15 AM;4453,203125;0;1613,81604
1/7/2025 11:20 AM;4456,825195;0;1614,848022
1/7/2025 11:25 AM;4458,972168;0;1617,625977
1/7/2025 11:30 AM;4462,01416;0;1614,94104
1/7/2025 11:35 AM;4465,961914;0;1618,112061
1/7/2025 11:40 AM;4468,943848;0;1619,235962
1/7/2025 11:45 AM;4470,687012;0;1614,432007
1/7/2025 11:50 AM;4472,452148;0;1614,848022
1/7/2025 11:55 AM;4473,829102;0;1617,272949
1/7/2025 12:00 PM;4475,047852;0;1617,134033
1/7/2025 12:05 PM;4475,64502;0;1616,27002
1/7/2025 12:10 PM;4475,169922;0;1615,956055
1/7/2025 12:15 PM;4477,120117;0;1612,255981
1/7/2025 12:20 PM;4477,403809;0;1615,994995
1/7/2025 12:25 PM;4477,47998;0;1613,21106
1/7/2025 12:30 PM;4477,966797;0;1616,921997
1/7/2025 12:35 PM;4478,068848;0;1617,151001
1/7/2025 12:40 PM;4510,067871;0;1620,651001
1/7/2025 12:45 PM;4478,59082;0;1614,89502
1/7/2025 12:50 PM;4478,430176;0;1615,551025
1/7/2025 12:55 PM;4478,295898;0;1615,212036
1/7/2025 1:00 PM;4478,696777;0;1618,392944
1/7/2025 1:05 PM;4479,066895;0;1615,894043
1/7/2025 1:10 PM;4478,145996;0;1618,572998
1/7/2025 1:15 PM;4487,458984;0;1616,641968
1/7/2025 1:20 PM;4493,592773;0;1611,142944
1/7/2025 1:25 PM;4503;0;1614,639038
1/7/2025 1:30 PM;4509,523926;0;1615,095947
1/7/2025 1:35 PM;4508,759766;0;1615,704956
1/7/2025 1:40 PM;4497,51123;0;1614,991943
1/7/2025 1:45 PM;4498,705078;0;1618,291992
1/7/2025 1:50 PM;4501,004883;0;1613,170044
1/7/2025 1:55 PM;4501,387207;0;1613,168945
1/7/2025 2:00 PM;4501,60791;0;1614,891968
1/7/2025 2:05 PM;4502,48584;0;1615,277954
1/7/2025 2:10 PM;4502,98584;0;1613,452026
1/7/2025 2:15 PM;4503,311035;0;1618,791992
1/7/2025 2:20 PM;4503,98877;0;1617,037964
1/7/2025 2:25 PM;4504,09082;0;1617,380005
1/7/2025 2:30 PM;4504,433105;0;1612,098022
1/7/2025 2:35 PM;4505,741211;0;1615,261963
1/7/2025 2:40 PM;4506,161133;0;1614,608032
1/7/2025 2:45 PM;594,784729;3419,891113;1579,667969
1/7/2025 2:50 PM;1503,55896;2738,76001;1647,172974
1/7/2025 2:55 PM;4015,905029;0;1663,915039
1/7/2025 3:00 PM;4726,272949;0;1661,344971
1/7/2025 3:05 PM;503,6218872;3500,715088;1348,734009
1/7/2025 3:10 PM;507,8794861;3947,041992;1630,719971
1/7/2025 3:15 PM;595,8897705;4057,643066;1636,662964
1/7/2025 3:20 PM;991,2529297;4854,628906;1369,097046
1/7/2025 3:25 PM;1217,275024;4190,146973;1582,677979
1/7/2025 3:30 PM;884,6511841;4490,500977;1479,613037
1/7/2025 3:35 PM;1098,375;4249,38916;1607,253052
1/7/2025 3:40 PM;1048,44397;4274,507813;1570,319946
1/7/2025 3:45 PM;1062,14502;4376,393066;1569,848999
1/7/2025 3:50 PM;1581,774048;4077,093994;1578,895996
1/7/2025 3:55 PM;1641,885986;4206,876953;1588,890991
1/7/2025 4:00 PM;1579,902954;4299,295898;1576,323975
1/7/2025 4:05 PM;1646,353027;4368,932129;1585,234985
1/7/2025 4:10 PM;1664,737061;4330,412109;1581,454956
1/7/2025 4:15 PM;1646,817993;4303,455078;1565,136963
1/7/2025 4:20 PM;1667,047974;4260,118164;1559,753052
1/7/2025 4:25 PM;1629,001953;4201,60498;1500,588013
1/7/2025 4:30 PM;1682,911987;4223,602051;1550,999023
1/7/2025 4:35 PM;1803,447998;4343,958008;1572,321045
1/7/2025 4:40 PM;1784,80896;4341,605957;1565,93103
1/7/2025 4:45 PM;1834,217041;4387,205078;1576,094971
1/7/2025 4:50 PM;1805,996948;4378,694824;1549,047974
1/7/2025 4:55 PM;1839,187988;4368,700195;1570,480957
1/7/2025 5:00 PM;1808,881958;4336,745117;1550,837036
1/7/2025 5:05 PM;1791,484009;4421,882813;1546,649048
1/7/2025 5:10 PM;1825,550049;4358,370117;1555,166016
1/7/2025 5:15 PM;1823,042969;4318,162109;1560,135986
1/7/2025 5:20 PM;1913,469971;4373,751953;1580,810059
1/7/2025 5:25 PM;1977,489014;4488,995117;1593,244019
1/7/2025 5:30 PM;1952,277954;4506,793945;1585,177002
1/7/2025 5:35 PM;1951,390015;4547,588867;1588,604004
1/7/2025 5:40 PM;1933,045044;4445,448242;1584,918945
1/7/2025 5:45 PM;1818,762939;4392,62793;1550,453979
1/7/2025 5:50 PM;1722,082031;4255,849121;1522,947021
1/7/2025 5:55 PM;1633,706055;4211,833008;1496,72998
1/7/2025 6:00 PM;1556,517944;4243,366211;1429,430054
1/7/2025 6:05 PM;1440,79895;4294,26123;1323,333008
1/7/2025 6:10 PM;1382,952026;4347,542969;1268,911011
1/7/2025 6:15 PM;1320,991943;4426,888184;1178,92395
1/7/2025 6:20 PM;1236,892944;4514,243164;1089,608032
1/7/2025 6:25 PM;1173,666016;4476,701172;1050,847046
1/7/2025 6:30 PM;2056,008057;4059,375;1049,353027
1/7/2025 6:35 PM;2218,321045;4215,494141;1048,88501
1/7/2025 6:40 PM;2281,24292;4320,866211;1031,363037
1/7/2025 6:45 PM;2335,714111;4341,361816;1026,999023
1/7/2025 6:50 PM;2291,254883;4335,161133;1024,984985
1/7/2025 6:55 PM;2280,707031;4286,47998;1026,430054
1/7/2025 7:00 PM;2213,760986;4256,400879;1029,985962
1/7/2025 7:05 PM;2197,822998;4240,831055;1031,270996
1/7/2025 7:10 PM;2163,034912;4198,005859;1026,420044
1/7/2025 7:15 PM;2144,600098;4142,257813;1026,046997
1/7/2025 7:20 PM;2085,471924;4123,274902;1024,244995
1/7/2025 7:25 PM;2086,24707;4090,333008;1021,333008
1/7/2025 7:30 PM;2082,181885;4092,699951;1018,077026
1/7/2025 7:35 PM;2057,676025;4082,170898;1021,213989
1/7/2025 7:40 PM;2050,966064;4176,90918;1043,187988
1/7/2025 7:45 PM;2182,24707;4144,807129;1146,32605
1/7/2025 7:50 PM;2201,509033;4147,812988;1147,234985
1/7/2025 7:55 PM;2590,606934;4395,657227;1465,333984
1/7/2025 8:00 PM;2806,281006;3752,702881;1540,662964
1/7/2025 8:05 PM;2884,819092;3933,559082;1548,103027
1/7/2025 8:10 PM;2869,48999;5991,867188;1520,115967
1/7/2025 8:15 PM;3056,73291;4390,5;1566,884033
1/7/2025 8:20 PM;3117,820068;4309,866211;1570,072998
1/7/2025 8:25 PM;3099,051025;4081,439941;1563,001953
1/7/2025 8:30 PM;3085,677979;4058,011963;1560,514038
1/7/2025 8:35 PM;3060,445068;3991,079102;1558,31897
1/7/2025 8:40 PM;3103,697021;3933,985107;1554,411011
1/7/2025 8:45 PM;3044,373047;3962,384033;1553,217041
1/7/2025 8:50 PM;3053,599121;4002,35791;1550,824951
1/7/2025 8:55 PM;2675,001953;3963,350098;1538,797974
1/7/2025 9:00 PM;2660,945068;3945,914063;1548,19397
1/7/2025 9:05 PM;2630,322021;3934,208008;1546,98999
1/7/2025 9:10 PM;2619,062988;3878,468018;1549,290039
1/7/2025 9:15 PM;2603,717041;3906,74292;1548,498047
1/7/2025 9:20 PM;2738,500977;4037,674072;1545,744019
1/7/2025 9:25 PM;2780,662109;4068,14209;1546,48999
1/7/2025 9:30 PM;2805,322998;4100,480957;1552,430054
1/7/2025 9:35 PM;2730,326904;4057,86499;1541,063965
1/7/2025 9:40 PM;2672,032959;3978,704102;1545,605957
1/7/2025 9:45 PM;2636,61499;3983,137939;1552,63501
1/7/2025 9:50 PM;2610,871094;3979,229004;1549,301025
1/7/2025 9:55 PM;2610,298096;3939,150879;1544,983032
1/7/2025 10:00 PM;2656,874023;3940,118896;1543,150024
1/7/2025 10:05 PM;2688,483887;3972,99707;1542,598022
1/7/2025 10:10 PM;2640,350098;3971,596924;1539,005005
1/7/2025 10:15 PM;2633,753906;3940,761963;1546,097046
1/7/2025 10:20 PM;2638,205078;3979,616943;1553,541016
1/7/2025 10:25 PM;2639,227051;4003,284912;1551,256958
1/7/2025 10:30 PM;2632,570068;3946,468994;1544,406982
1/7/2025 10:35 PM;2671,563965;3989,584961;1545,327026
1/7/2025 10:40 PM;2743,25293;4060,468018;1548,547974
1/7/2025 10:45 PM;2759,863037;4088,218018;1556,119995
1/7/2025 10:50 PM;2737,88208;4062,11792;1549,333984
1/7/2025 10:55 PM;2732,586914;4039,030029;1546,956055
1/7/2025 11:00 PM;2705,376953;4023,25708;1547,265015
1/7/2025 11:05 PM;2692,551025;3991,103027;1547,079956
1/7/2025 11:10 PM;2636,162109;3998,788086;1534,291992
1/7/2025 11:15 PM;2640,811035;3956,794922;1535,171021
1/7/2025 11:20 PM;2649,290039;3974,125;1535,921021
1/7/2025 11:25 PM;2656,025879;3993,733887;1531,072998
1/7/2025 11:30 PM;2835,230957;4059,211914;1580,755005
1/7/2025 11:35 PM;2819,542969;4144,208008;1567,319946
1/7/2025 11:40 PM;2805,681885;4204,311035;1564,260986
1/7/2025 11:45 PM;2826,923096;4128,546875;1570,235962
1/7/2025 11:50 PM;2792,672119;4168,63623;1561,831055
1/7/2025 11:55 PM;2763,716064;4083,944092;1555,213989
2/7/2025 12:00 AM;2713,756104;4038,386963;1545,875
2/7/2025 12:05 AM;2604,704102;3986,523926;1535,500977
2/7/2025 12:10 AM;2600,24292;3905,384033;1526,707031
2/7/2025 12:15 AM;2578,464111;3891,291992;1525,089966
2/7/2025 12:20 AM;2618,618896;3974,822021;1536,213989
2/7/2025 12:25 AM;2650,862061;3979,875977;1539,199951
2/7/2025 12:30 AM;2682,0979;3940,551025;1541,708008
2/7/2025 12:35 AM;2709,106934;3975,551025;1546,264038
2/7/2025 12:40 AM;2749,854004;4064,839111;1552,265015
2/7/2025 12:45 AM;2766,133057;4025,613037;1550,311035
2/7/2025 12:50 AM;2753,278076;4036,123047;1539,046021
2/7/2025 12:55 AM;2763,503906;4003,048096;1546,406982
2/7/2025 1:00 AM;2782,14209;4060,331055;1550,496948
2/7/2025 1:05 AM;2835,029053;4088,537109;1558,275024
2/7/2025 1:10 AM;2876,621094;4096,201172;1559,281006
2/7/2025 1:15 AM;2868,860107;4064,180908;1555,912964
2/7/2025 1:20 AM;2805,856934;4103,828125;1552,571045
2/7/2025 1:25 AM;2821,282959;4052,284912;1558,129028
2/7/2025 1:30 AM;2818,925049;4116,754883;1561,583984
2/7/2025 1:35 AM;2836,274902;4118,904785;1562,342041
2/7/2025 1:40 AM;2873,084961;4127,526855;1562,94104
2/7/2025 1:45 AM;2856,439941;4130,580078;1562,593994
2/7/2025 1:50 AM;2842,731934;4083,968018;1560,610962
2/7/2025 1:55 AM;2763,1521;4055,405029;1551,921997
2/7/2025 2:00 AM;2738,424072;4066,797119;1532,446045
2/7/2025 2:05 AM;2715,9729;4049,483887;1507,042969
2/7/2025 2:10 AM;2765,212891;4118,205078;1527,577026
2/7/2025 2:15 AM;2821,237061;4072,334961;1528,087036
2/7/2025 2:20 AM;2759,064941;4069,36499;1520,387939
2/7/2025 2:25 AM;2739,25293;4043,88208;1531,792969
2/7/2025 2:30 AM;2888,416992;4080,48999;1591,375
2/7/2025 2:35 AM;2874,979004;4153,919922;1575,623047
2/7/2025 2:40 AM;2845,0271;4222,698242;1564,297974
2/7/2025 2:45 AM;2878,333008;4311,470215;1566,17395
2/7/2025 2:50 AM;2692,168945;4273,347168;1573,154053
2/7/2025 2:55 AM;1159,770996;4543,815918;1549,749023
2/7/2025 3:00 AM;1574,338013;3909,636963;1534,843018
2/7/2025 3:05 AM;2610,445068;3805,215088;1524,66394
2/7/2025 3:10 AM;2842,726074;3968,355957;1533,734985
2/7/2025 3:15 AM;2916,082031;4038,090088;1530,348999
2/7/2025 3:20 AM;3036,797119;4169,390137;1576,334961
2/7/2025 3:25 AM;3043,228027;4197,64209;1577,689941
2/7/2025 3:30 AM;3027,760986;4269,055176;1567,537964
2/7/2025 3:35 AM;2745,856934;4402,773926;1566,68396
2/7/2025 3:40 AM;2599,521973;4389,358887;1573,625977
2/7/2025 3:45 AM;2605,297119;4341,400879;1579,199951
2/7/2025 3:50 AM;2580,350098;4270,150879;1576,151001
2/7/2025 3:55 AM;2513,424072;4268,285156;1570,088989
2/7/2025 4:00 AM;1214,06897;4610,236816;1554,390015
2/7/2025 4:05 AM;1392,769043;4191,52002;1525,027954
2/7/2025 4:10 AM;1518,208984;4200,501953;1540,157959
2/7/2025 4:15 AM;1554,090942;4252,678223;1550,177002
2/7/2025 4:20 AM;1559,749023;4268,824219;1550,110962
2/7/2025 4:25 AM;1566,738037;4214,827148;1544,374023
2/7/2025 4:30 AM;1588,29895;4291,015137;1552,375
2/7/2025 4:35 AM;1675,886963;4351,943848;1561,521973
2/7/2025 4:40 AM;1851,151978;4534,045898;1592,656982
2/7/2025 4:45 AM;1850,077026;4558,987793;1587,524048
2/7/2025 4:50 AM;1840,168945;4595,976074;1583,98999
2/7/2025 4:55 AM;1813,178955;4562,027832;1581,936035
2/7/2025 5:00 AM;1806,064941;4552,229004;1576,270996
2/7/2025 5:05 AM;1768,780029;4541,856934;1577,026001
2/7/2025 5:10 AM;1751,67395;4535,419922;1571,911011
2/7/2025 5:15 AM;1742,360962;4510,15918;1565,905029
2/7/2025 5:20 AM;1733,109009;4527,97998;1562,344971
2/7/2025 5:25 AM;1657,649048;4388,476074;1546,743042
2/7/2025 5:30 AM;1627,529053;4406,867188;1543,069946
2/7/2025 5:35 AM;1612,494995;4357,853027;1541,609009
2/7/2025 5:40 AM;1590,51001;4321,394043;1544,290039
2/7/2025 5:45 AM;1681,480957;4342,074219;1580,588013
2/7/2025 5:50 AM;2707,38208;3848,950928;1497,061035
2/7/2025 5:55 AM;2508,894043;4304,48877;1170,32605
2/7/2025 6:00 AM;2362,032959;4381,805176;1055,582031
2/7/2025 6:05 AM;2332,031982;4431,937012;1028,734009
2/7/2025 6:10 AM;2299,841064;4412,166992;1020,656006
2/7/2025 6:15 AM;1367,750977;5141,653809;1017,106995
2/7/2025 6:20 AM;1119,130005;4631,266113;1013,47998
2/7/2025 6:25 AM;2067,235107;4116,923828;1009,853027
2/7/2025 6:30 AM;2134,962891;4233,615234;1010,804016
2/7/2025 6:35 AM;2158,170898;4265,352051;1010,015015
2/7/2025 6:40 AM;2167,00708;4282,801758;1009,078003
2/7/2025 6:45 AM;2194,769043;4254,055176;1009,424988
2/7/2025 6:50 AM;2204,445068;4301,12793;1010,283997
2/7/2025 6:55 AM;2210,891113;4276,647949;1008,296021
2/7/2025 7:00 AM;2212,312988;4266,596191;1008,867004
2/7/2025 7:05 AM;2191,021973;4295,751953;1010,106018
2/7/2025 7:10 AM;2178,208008;4242,609863;1008,754028
2/7/2025 7:15 AM;2185,6521;4265,699219;1007,401978
2/7/2025 7:20 AM;2191,570068;4281,798828;1006,051025
2/7/2025 7:25 AM;2150,428955;4273,719238;1007,895996
2/7/2025 7:30 AM;2169,863037;4245,766113;1010,617981
2/7/2025 7:35 AM;2283,988037;4254,605957;1099,937988
2/7/2025 7:40 AM;2717,474121;5132,152832;1427,982056
2/7/2025 7:45 AM;1680,407959;4495,158203;1525,093018
2/7/2025 7:50 AM;1638,043945;4333,619141;1556,293945
2/7/2025 7:55 AM;1633,762939;4269,77002;1565,305054
2/7/2025 8:00 AM;1620,77002;4303,068848;1565,515015
2/7/2025 8:05 AM;1618,853027;4275,561035;1563,370972
2/7/2025 8:10 AM;1618,774048;4315,25;1565,125
2/7/2025 8:15 AM;1585,457031;4268,937012;1555,18396
2/7/2025 8:20 AM;1547,862061;4236,695801;1551,322021
2/7/2025 8:25 AM;1534,659058;4151,550781;1551,218018
2/7/2025 8:30 AM;1535,573975;4166,852051;1553,208008
2/7/2025 8:35 AM;1555,932983;4202,467773;1556,52002
2/7/2025 8:40 AM;1598,589966;4235,519043;1561,944946
2/7/2025 8:45 AM;1608,050049;4326,294922;1554,323975
2/7/2025 8:50 AM;1594,130981;4304,71582;1557,212036
2/7/2025 8:55 AM;1583,427979;4260,765137;1557,300049
2/7/2025 9:00 AM;1585,040039;4291,438965;1555,253052
2/7/2025 9:05 AM;1602,167969;4214,204102;1556,706055
2/7/2025 9:10 AM;1631,302979;4346,477051;1565,072998
2/7/2025 9:15 AM;1683,463013;4386,21582;1573,092041
2/7/2025 9:20 AM;1654,391968;4389,254883;1568,821045
2/7/2025 9:25 AM;1635,061035;4316,458984;1564,01001
2/7/2025 9:30 AM;1614,530029;4286,875977;1570,891968
2/7/2025 9:35 AM;1623,637939;4305,104004;1578,348022
2/7/2025 9:40 AM;1608,998047;4299,773926;1570,984009
2/7/2025 9:45 AM;1614,260986;4303,744141;1565,442993
2/7/2025 9:50 AM;1624,130005;4353,763184;1562,515015
2/7/2025 9:55 AM;1644,390015;4343,170898;1561,652954
2/7/2025 10:00 AM;1634,141968;4359,222168;1559,928955
2/7/2025 10:05 AM;1657,435059;4342,926758;1559,062012
2/7/2025 10:10 AM;1627,817993;4352,257813;1558,506958
2/7/2025 10:15 AM;1619,521973;4308,506836;1561,134033
2/7/2025 10:20 AM;1604,458008;4302,047852;1559,990967
2/7/2025 10:25 AM;1613,083008;4292,515137;1560,224976
2/7/2025 10:30 AM;1624,509033;4362,15918;1560,473999
2/7/2025 10:35 AM;1623,667969;4336,01709;1563,347046
2/7/2025 10:40 AM;1614,468018;4328,173828;1555,676025
2/7/2025 10:45 AM;1614,86499;4366,331055;1564,459961
2/7/2025 10:50 AM;1612,230957;4362,862793;1562,534058
2/7/2025 10:55 AM;1617,187012;4365,473145;1563,605957
2/7/2025 11:00 AM;1616,582031;4334,171875;1560,244019
2/7/2025 11:05 AM;1615,069946;4328,556152;1558,745972
2/7/2025 11:10 AM;1618,774048;4349,631836;1561,910034
2/7/2025 11:15 AM;1622,52002;4333,981934;1563,854004
2/7/2025 11:20 AM;1613,426025;4401,245117;1563,875
2/7/2025 11:25 AM;1642,230957;4322,75;1567,495972
2/7/2025 11:30 AM;1637,616943;4367,394043;1575,840942
2/7/2025 11:35 AM;1641,796021;4384,166992;1573,714966
2/7/2025 11:40 AM;1629,697998;4358,309082;1568,118042
2/7/2025 11:45 AM;1612,880005;4358,378906;1566,718018
2/7/2025 11:50 AM;1600,291992;4278,670898;1565,546997
2/7/2025 11:55 AM;1596,932983;4233,25293;1564,328003
2/7/2025 12:00 PM;1599,937012;4321,983887;1563,508057
2/7/2025 12:05 PM;1600,697021;4318,895996;1562,587036
2/7/2025 12:10 PM;1608,168945;4349,692871;1561,344971
2/7/2025 12:15 PM;1616,543945;4336,683105;1561,474976
2/7/2025 12:20 PM;1633,535034;4345,217773;1565,843018
2/7/2025 12:25 PM;1657,008057;4409,608887;1572,677979
2/7/2025 12:30 PM;1665,546997;4402,915039;1574,107056
2/7/2025 12:35 PM;1661,81897;4418,520996;1571,557983
2/7/2025 12:40 PM;1645,022949;4407,225098;1570,237061
2/7/2025 12:45 PM;1633,939941;4324,938965;1566,892944
2/7/2025 12:50 PM;1657,53894;4388,919922;1565,605957
2/7/2025 12:55 PM;1537,993042;4211,547852;1563,365967
